ID,OriginalAmount,TermYears,Collateral_valuation,CurrentInstallment,Rate,PD,LGD
19586,1874437,23,788410,106,9.50%,0.29%,45.6%
8526,288820,22,279393,76,2.00%,34.71%,66.5%
12929,613962,23,421541,227,4.60%,0.16%,30.1%
7704,576885,13,256645,9,11.30%,0.08%,64.9%
6872,199333,22,234776,36,2.90%,37.92%,59.7%
20228,1241120,23,843585,265,9.10%,2.70%,32.0%
23525,1601956,11,1261104,16,11.80%,46.58%,29.7%
8713,1180541,28,284672,131,8.80%,0.00%,35.8%
4759,490038,36,183120,428,4.60%,0.36%,23.8%
4266,391628,21,171055,142,4.50%,0.69%,85.6%
11196,619492,34,360208,324,6.20%,1.08%,45.8%
26225,1493366,24,2096142,190,6.90%,22.06%,38.8%
2321,313077,24,120279,173,6.70%,62.53%,15.1%
19237,1293656,47,763148,138,4.30%,14.25%,71.0%
3263,209765,11,145415,53,3.60%,66.22%,51.1%
10256,705459,47,327781,529,4.50%,0.02%,47.3%
814,185634,22,71137,19,5.60%,1.13%,32.0%
1324,163388,13,90617,84,2.00%,79.83%,26.5%
13515,737885,35,443913,176,2.90%,0.08%,89.5%
7945,504115,21,262803,230,9.30%,10.10%,72.9%
16732,964995,23,595863,117,3.40%,44.70%,52.4%
18269,877268,23,689246,72,9.40%,34.34%,45.6%
19974,1068557,23,821716,172,3.40%,2.30%,22.2%
18426,2588191,48,700180,24,9.80%,68.20%,17.6%
23254,1454279,23,1218874,20,4.70%,2.51%,65.9%
10352,447055,23,332180,228,9.70%,0.07%,24.0%
14338,555142,13,477596,116,8.50%,14.73%,33.6%
24156,1476273,24,1389049,48,3.20%,11.81%,68.9%
2888,360208,11,135612,57,7.30%,13.29%,30.1%
15649,612579,22,537295,141,2.30%,15.54%,52.1%
9359,304027,13,303022,122,4.70%,0.87%,24.0%
27799,2842197,47,3662781,82,8.90%,3.86%,38.2%
17755,1496508,23,657574,128,6.30%,39.83%,49.1%
12138,394519,12,392005,94,11.80%,1.42%,91.4%
27844,5055978,22,3739071,165,3.00%,90.89%,89.4%
20451,1166967,23,865077,227,5.60%,60.10%,10.1%
21841,1517623,47,1009361,528,9.80%,16.61%,58.6%
17701,689372,11,654683,38,11.60%,2.06%,57.8%
5929,218437,22,211650,5,10.40%,1.02%,74.4%
25713,3206175,35,1853322,37,8.80%,44.27%,43.2%
9100,228617,11,296109,2,3.90%,0.00%,55.3%
26337,7517984,59,2171678,624,12.50%,0.70%,99.5%
18827,1670831,12,728208,45,8.90%,1.28%,48.9%
21221,1185066,22,939858,97,6.90%,28.68%,41.8%
6591,326022,23,226984,148,2.50%,5.43%,39.1%
22987,1977246,34,1169355,128,3.80%,50.22%,96.7%
14454,626404,23,483754,77,10.50%,67.71%,63.2%
24762,2036066,46,1541377,273,2.70%,0.09%,84.0%
5484,212404,12,200213,119,8.20%,1.02%,92.3%
25446,2343486,35,1748503,349,2.00%,4.40%,79.0%
17767,954437,23,658328,64,3.30%,96.27%,32.4%
2566,514295,33,126689,268,8.70%,41.40%,65.3%
24190,1078738,12,1394705,69,3.40%,80.40%,42.1%
15791,555896,35,544710,296,11.20%,0.05%,80.2%
15688,929678,11,538929,63,11.30%,33.92%,63.1%
20217,754224,12,841951,100,11.20%,4.06%,53.0%
28402,9061120,58,8172290,665,3.90%,38.40%,46.2%
7208,276503,35,244454,267,6.10%,2.55%,58.6%
14831,405077,23,500344,184,6.60%,17.93%,33.4%
330,227361,23,45120,171,9.90%,62.32%,48.1%
15596,1136049,35,534907,84,5.50%,28.12%,57.1%
23859,1627973,23,1329727,234,10.00%,4.32%,36.2%
20386,601519,12,858164,93,5.00%,61.28%,87.0%
7788,471563,21,259158,26,11.10%,1.11%,91.1%
3046,177339,12,139760,36,2.70%,0.17%,25.8%
11992,424557,23,386224,187,7.10%,0.18%,76.0%
16060,1172372,22,558033,50,2.70%,4.95%,59.3%
20119,713754,11,833781,70,2.30%,20.37%,46.9%
9122,354049,47,296863,350,7.50%,0.25%,53.5%
16562,620246,23,585683,157,8.50%,33.41%,46.7%
18295,734995,24,690503,194,11.30%,95.59%,49.6%
18798,673661,36,725443,116,9.10%,1.08%,65.0%
13720,598251,23,451705,167,12.70%,1.15%,77.7%
15883,598880,23,549109,136,4.10%,0.30%,64.9%
17235,760885,14,625525,101,5.30%,9.82%,79.2%
14076,538049,34,467038,236,6.20%,93.65%,72.1%
2096,189530,23,114120,226,4.20%,30.58%,41.4%
14296,407464,23,476464,270,12.20%,48.73%,68.6%
22734,1300317,36,1130393,42,3.90%,0.56%,75.3%
8787,315590,35,286809,387,2.50%,38.23%,20.0%
26230,3254186,36,2098656,395,5.70%,1.49%,16.3%
14771,515426,12,497579,11,13.00%,9.03%,73.8%
25270,1866896,12,1684781,138,5.10%,38.42%,62.5%
6315,652044,24,220574,142,10.70%,3.83%,43.3%
27988,3488710,60,4109082,698,8.60%,61.04%,65.8%
22276,1970208,35,1066923,64,10.10%,0.80%,44.4%
24376,1613896,33,1435803,108,2.50%,10.46%,77.4%
15637,505246,23,536541,33,8.30%,46.16%,43.0%
16023,741530,22,556399,179,4.20%,9.24%,25.5%
12574,1030475,23,408219,194,2.70%,13.73%,15.4%
2301,301262,22,119776,52,5.20%,21.17%,66.3%
4546,153836,22,178344,153,6.30%,52.54%,50.8%
27447,3334246,12,3039645,99,11.60%,18.74%,77.7%
18179,957705,11,683213,129,6.50%,11.06%,52.7%
18810,885689,23,726197,212,12.20%,70.87%,44.6%
12884,394393,24,419907,148,10.60%,9.55%,41.5%
4587,285301,35,178721,3,4.80%,9.14%,52.2%
2650,296612,13,128699,14,2.20%,7.53%,75.3%
6693,239803,11,229874,127,12.40%,84.06%,73.7%
13115,791301,36,427699,205,9.80%,0.02%,45.5%
19684,807639,44,796454,216,11.20%,86.49%,39.5%
15223,725568,20,517060,148,12.10%,50.92%,83.7%
16254,469678,23,568213,268,9.00%,37.72%,59.5%
14353,353169,11,478098,104,5.20%,21.70%,19.9%
2152,272607,13,115754,125,7.30%,0.07%,26.1%
24993,2153454,11,1600322,119,5.90%,32.58%,37.7%
17718,758246,46,655563,423,5.40%,64.37%,12.1%
5499,1415317,21,200590,133,10.80%,23.86%,14.8%
20461,2001000,23,866333,78,2.50%,0.00%,48.5%
19083,944131,23,749825,202,9.30%,0.22%,76.9%
7383,601519,34,248601,168,6.20%,0.03%,52.9%
22560,1437437,23,1103497,34,9.10%,47.55%,30.3%
16243,590333,22,567836,208,10.60%,2.98%,52.9%
17129,811284,25,619743,154,8.60%,1.73%,52.2%
15756,565197,35,542197,307,3.20%,25.92%,27.0%
3600,223842,24,153962,44,12.90%,5.08%,6.2%
9127,1025951,13,296863,98,9.90%,6.59%,68.6%
18613,574749,23,713251,239,12.10%,0.04%,62.8%
14663,590585,24,492678,66,4.70%,3.82%,48.4%
8089,728836,35,267202,51,2.90%,83.85%,69.6%
25781,1598437,36,1875191,390,10.40%,59.93%,74.0%
12608,1009109,42,409350,487,8.30%,34.60%,64.9%
4040,223087,21,165273,140,9.20%,4.45%,79.7%
26534,3387661,45,2271596,100,3.00%,9.59%,19.2%
13214,536667,11,431344,68,5.90%,30.51%,46.6%
16027,537546,60,556902,337,11.40%,29.20%,97.7%
13712,672027,12,451202,47,3.50%,1.15%,20.4%
730,247847,23,67869,112,2.50%,23.89%,79.0%
7037,1028590,22,239175,143,4.00%,62.70%,42.6%
23459,1082257,47,1251803,297,2.20%,54.89%,66.5%
1852,338087,22,107208,145,2.70%,45.90%,66.2%
12711,644126,23,413120,264,8.50%,1.41%,50.5%
13674,459497,23,450071,52,12.70%,7.10%,64.1%
12326,1248661,23,398792,146,3.00%,45.08%,33.1%
14603,634197,23,489410,204,7.00%,4.39%,80.0%
1778,217809,21,104820,77,11.40%,0.12%,51.1%
4880,453967,12,186011,47,3.00%,0.00%,63.8%
5004,215044,22,188399,87,5.80%,41.19%,34.4%
7989,558284,23,264060,12,3.40%,48.90%,16.8%
15152,476716,11,514546,42,2.40%,53.56%,20.7%
1101,212907,22,82448,111,6.40%,0.09%,51.4%
9882,1536224,35,315590,174,3.80%,0.11%,39.6%
4355,455350,23,173443,214,3.90%,77.21%,56.7%
15798,1606355,11,545087,14,5.00%,23.39%,34.7%
21205,1177776,21,938601,131,10.10%,89.56%,90.1%
23970,1212213,47,1348831,6,5.90%,10.43%,85.1%
21005,1833590,18,916732,67,6.90%,14.06%,48.5%
22647,1425497,23,1113678,65,10.30%,47.49%,7.2%
11912,360082,21,383836,124,11.60%,31.35%,34.7%
18534,1382514,35,707973,355,5.50%,71.59%,68.6%
11706,489913,45,376923,72,3.60%,22.38%,43.7%
26982,2367492,46,2581153,142,8.00%,54.72%,86.3%
14821,1123481,23,499967,148,12.30%,3.81%,78.6%
26788,2189525,22,2432093,11,5.30%,41.93%,48.8%
19870,995661,11,812290,72,5.00%,1.85%,27.4%
17981,4399284,60,671399,19,6.70%,50.70%,36.0%
26535,3031978,13,2271596,145,11.10%,0.00%,95.2%
26553,2008038,32,2281022,332,5.90%,0.16%,64.2%
2974,592470,21,137749,25,5.00%,46.37%,48.8%
802,151197,23,70634,168,11.20%,3.98%,19.0%
13334,829508,11,437000,44,9.20%,0.08%,45.4%
10999,404699,12,353798,36,3.50%,32.45%,79.4%
9097,364858,11,296109,14,7.70%,73.79%,33.1%
18533,761388,34,707973,249,12.90%,1.92%,95.0%
4477,449568,20,176710,11,4.00%,16.60%,28.6%
8996,263055,22,292842,80,2.30%,54.12%,41.2%
24879,2253874,11,1572295,85,4.00%,42.46%,52.0%
4683,197699,22,181612,52,12.70%,12.15%,26.5%
26111,2375661,23,2042601,158,8.60%,87.33%,55.0%
24352,1973978,12,1428891,11,6.00%,0.22%,25.4%
3138,154339,23,142148,117,12.90%,32.87%,23.4%
23489,1444601,21,1255448,103,4.80%,0.59%,60.4%
3989,269464,24,164142,226,5.00%,5.39%,18.1%
2433,620623,23,123044,81,8.40%,26.65%,23.7%
27573,3097710,22,3214344,71,11.80%,96.68%,4.5%
16138,1180918,48,562557,119,12.60%,13.66%,21.0%
2111,412240,48,114497,244,6.80%,5.63%,58.0%
14282,460126,12,475962,75,9.10%,12.76%,39.4%
3566,250612,12,153082,110,2.30%,0.64%,24.9%
5490,276754,22,200590,109,4.70%,89.78%,77.2%
11403,341858,12,368000,97,10.50%,94.52%,57.4%
13346,531262,23,437377,207,3.50%,3.51%,40.1%
26286,2251612,11,2141639,102,8.70%,92.98%,72.6%
14706,437251,24,494311,260,11.20%,3.10%,53.0%
11733,747311,23,377678,268,10.10%,54.75%,48.8%
9668,386978,23,310689,46,8.40%,0.00%,62.8%
11287,314082,23,363978,100,4.90%,3.54%,65.2%
6457,296235,11,223842,93,3.50%,0.06%,41.2%
22452,1388798,11,1089672,14,2.20%,2.47%,17.9%
7561,262803,22,253000,23,2.80%,16.46%,73.5%
18458,688115,22,703071,142,10.80%,50.06%,53.4%
7438,279519,13,250235,26,10.90%,13.38%,61.9%
10867,401180,47,349273,301,2.00%,0.04%,74.5%
12180,291710,22,393514,184,4.20%,5.47%,83.7%
21197,955066,36,937847,312,8.80%,28.92%,42.1%
2245,182743,21,118142,109,12.40%,16.66%,47.2%
12622,464022,24,409852,55,11.10%,1.28%,34.9%
20723,1408027,12,887071,58,5.60%,12.29%,44.1%
2362,393891,23,121410,50,10.80%,4.46%,19.3%
12408,476464,32,401306,93,8.70%,22.35%,46.4%
6418,226481,24,222962,24,8.60%,17.78%,90.3%
28299,11720574,27,6037563,148,4.20%,7.79%,49.6%
12324,725317,23,398792,161,12.10%,21.59%,15.0%
19884,1502164,11,814301,11,9.80%,39.25%,71.8%
9995,425563,23,319235,100,9.20%,4.91%,32.2%
12637,388235,23,410607,102,4.90%,37.57%,17.2%
5623,245836,12,203481,95,8.40%,61.40%,15.9%
1554,195437,24,97907,256,6.40%,43.18%,68.8%
16328,586940,23,571858,156,5.10%,46.77%,14.2%
8386,638093,36,275372,375,11.90%,6.32%,91.5%
15294,497202,23,521082,120,3.80%,52.41%,61.5%
11897,1019164,23,383459,272,5.30%,0.00%,96.1%
24449,1285989,47,1456038,434,6.50%,73.00%,51.1%
7790,366240,36,259158,77,7.40%,61.74%,30.3%
5796,547350,19,208383,218,11.30%,33.46%,37.1%
5755,209765,12,207126,122,5.20%,2.63%,58.4%
27503,4077661,67,3122596,647,4.30%,0.29%,53.5%
3301,283918,21,146169,11,4.00%,21.37%,43.9%
4703,201847,12,181989,53,12.80%,2.99%,35.6%
1662,480863,22,102306,87,10.90%,3.51%,62.1%
24970,1395208,11,1596552,79,8.90%,96.87%,82.6%
8230,285803,22,270847,62,3.70%,1.11%,37.8%
16326,657699,23,571858,179,3.30%,0.70%,30.9%
5251,304781,20,195311,212,2.20%,32.69%,13.0%
3464,285049,22,150317,50,8.10%,20.90%,37.8%
20524,922388,11,871612,41,4.00%,3.79%,43.1%
8840,330798,12,288317,97,9.60%,1.28%,95.7%
194,238546,23,34060,165,2.30%,3.61%,31.2%
22687,1073836,11,1122601,131,8.90%,2.52%,58.3%
13949,587443,20,461760,230,5.10%,90.88%,61.2%
10996,440393,11,353798,34,8.50%,90.42%,18.7%
24968,1503295,47,1595798,327,12.90%,1.30%,55.4%
25276,1472126,11,1687169,74,9.60%,80.78%,50.6%
22101,1129262,23,1045055,1,8.80%,53.31%,38.5%
6109,197448,12,215295,47,2.30%,10.68%,12.2%
4636,351410,22,180355,213,8.10%,4.19%,63.7%
21242,1356497,23,941115,58,2.40%,12.32%,57.8%
16505,1399230,22,582415,112,7.60%,59.10%,77.1%
25389,1642301,24,1726634,132,6.20%,2.45%,18.2%
2899,335699,33,135612,163,4.90%,55.01%,31.0%
11836,442907,23,381825,152,11.00%,1.43%,18.3%
14397,558033,23,480486,136,8.50%,1.64%,77.4%
17800,2847978,35,659962,60,6.20%,37.36%,65.9%
19435,1054858,48,776596,552,12.90%,5.94%,93.0%
10512,384339,23,337459,240,4.70%,2.35%,77.7%
15292,552000,22,521082,18,4.40%,0.01%,52.9%
6338,175831,23,220951,48,4.20%,58.79%,17.3%
14261,482874,34,474831,87,7.70%,57.04%,16.3%
16945,837175,47,608809,36,2.50%,0.06%,41.5%
22267,1185443,47,1065792,202,9.30%,0.12%,37.2%
6946,176836,23,236787,207,6.10%,5.61%,67.5%
13556,489158,23,445169,221,7.90%,16.67%,65.2%
8644,460503,23,282661,94,9.00%,12.88%,71.7%
24553,2426563,47,1478033,297,6.10%,3.93%,65.2%
11327,309180,23,365486,14,8.10%,1.48%,9.7%
23410,1064284,35,1244011,143,11.10%,0.00%,80.9%
19962,727077,23,820836,102,3.00%,35.95%,79.6%
19253,843962,21,764404,77,12.80%,14.04%,56.1%
2872,254257,22,135235,175,5.70%,56.94%,86.5%
3952,237038,22,162885,200,2.80%,75.82%,38.4%
6714,186639,22,230251,85,9.90%,2.95%,12.9%
17901,1484066,11,665743,63,5.00%,21.04%,28.5%
4722,324514,23,182366,217,6.60%,98.37%,30.3%
11767,455727,36,379311,363,3.30%,8.46%,49.8%
5529,359956,22,201470,168,7.40%,48.05%,73.5%
8489,303148,21,278262,251,12.70%,26.40%,59.1%
196,235404,22,34060,156,3.50%,4.37%,10.5%
23172,1135546,35,1203792,46,8.00%,35.60%,72.4%
2644,277760,11,128699,118,6.70%,32.40%,21.0%
25933,3470235,47,1947585,556,8.60%,8.70%,51.3%
442,219820,12,53164,108,11.40%,7.33%,56.7%
21249,727705,12,941492,131,11.00%,0.02%,39.8%
16089,602776,23,560546,107,8.60%,30.66%,85.8%
10618,318230,22,341230,147,9.10%,9.17%,79.7%
2385,321120,23,121787,92,6.60%,44.00%,20.2%
15904,548858,11,549989,123,4.10%,75.73%,41.1%
18000,1121219,59,672153,444,2.90%,7.45%,36.7%
3886,219443,12,160874,41,8.90%,58.44%,55.6%
14565,653049,22,488656,22,4.40%,7.23%,64.0%
12126,376672,24,391503,169,4.30%,23.75%,90.9%
27869,3437432,22,3799148,138,11.30%,56.03%,47.7%
7373,357694,23,248224,16,12.00%,25.31%,45.6%
7153,1392820,47,242443,502,5.80%,19.31%,69.2%
4901,192295,12,186388,38,7.60%,0.07%,66.6%
18233,719410,32,686858,169,11.40%,24.90%,45.1%
25467,4048251,33,1756169,101,11.80%,0.11%,58.4%
10890,358699,11,350153,104,7.30%,6.89%,21.3%
24294,1665049,23,1417454,155,10.40%,99.48%,44.2%
8243,219443,13,270847,123,4.10%,3.43%,96.3%
17893,1018661,24,665240,89,3.80%,7.69%,24.5%
22004,1696219,47,1031607,199,2.20%,0.14%,76.5%
7621,499842,47,254634,45,2.50%,56.01%,68.3%
9335,301891,20,302142,206,11.60%,68.07%,69.8%
12786,500847,12,415885,40,4.10%,79.21%,33.9%
20664,785393,24,883049,65,3.70%,0.04%,40.7%
1428,239301,24,93383,181,6.70%,11.65%,70.1%
17409,634951,12,636836,10,3.00%,37.63%,64.1%
22203,801355,24,1057623,128,12.20%,0.00%,48.8%
13737,578142,23,452459,43,12.30%,0.71%,31.2%
24117,1695087,23,1380126,241,10.40%,1.66%,4.8%
7860,636585,11,260792,31,11.30%,0.03%,34.7%
24048,1106765,12,1367180,11,7.70%,37.28%,15.1%
22527,1121344,23,1098219,5,9.90%,23.94%,50.4%
17566,1169732,22,647016,245,6.50%,4.22%,16.4%
9632,936464,16,309934,35,7.20%,26.13%,39.6%
24927,3398470,12,1585240,34,11.80%,18.87%,62.7%
16374,619869,34,575503,231,9.70%,0.00%,32.2%
12208,414000,36,394016,333,12.80%,0.57%,40.5%
16867,591087,23,603530,103,10.80%,29.74%,61.9%
6957,234525,23,236787,215,11.60%,8.34%,36.2%
22000,1026831,24,1030852,68,6.70%,2.34%,88.9%
24706,1595546,12,1524661,127,10.00%,0.01%,15.1%
17127,614842,22,619743,101,6.40%,10.56%,30.7%
3570,163514,23,153082,165,7.60%,95.66%,66.4%
28350,6279377,24,6724798,221,10.00%,22.95%,31.3%
3226,416137,35,144158,184,10.50%,17.75%,63.9%
27127,4299995,47,2691251,281,9.80%,4.48%,31.2%
24530,1396464,22,1474011,115,4.10%,39.96%,93.7%
9353,305913,23,302645,109,12.30%,28.18%,43.0%
13630,458617,36,448437,161,8.70%,8.19%,66.2%
5326,186639,23,197448,74,8.00%,0.75%,59.7%
3018,705459,23,138880,26,6.40%,23.86%,49.0%
11739,351158,23,377678,166,2.40%,0.75%,49.5%
7448,280148,11,250235,50,11.20%,0.15%,78.7%
4014,209514,11,164896,41,2.90%,91.35%,37.9%
27572,3872295,23,3214344,90,6.60%,25.62%,28.0%
16211,416765,24,566202,55,7.30%,71.62%,67.6%
14149,752842,23,470683,125,10.00%,47.32%,27.3%
11410,917863,47,368000,515,5.40%,71.91%,82.9%
13348,793563,12,437377,52,6.50%,7.86%,71.5%
5058,230377,22,190033,220,8.70%,1.10%,51.3%
16937,748694,35,608432,238,10.00%,51.21%,50.5%
24407,2035689,23,1444350,19,12.10%,1.92%,1.0%
807,244956,12,71137,66,7.70%,19.18%,25.0%
15171,768426,12,515426,79,12.10%,41.53%,47.5%
22240,1381508,47,1061645,338,8.50%,59.10%,87.9%
25214,1320426,22,1667311,96,8.80%,5.49%,37.1%
10454,586814,30,335951,141,5.30%,74.88%,82.3%
773,260667,12,69880,37,7.30%,41.16%,30.5%
1167,356814,22,84836,142,2.70%,86.97%,74.4%
17260,739142,36,627158,224,12.90%,1.57%,75.5%
14612,569093,23,490290,261,2.80%,58.40%,18.7%
652,854393,23,64601,246,4.30%,59.56%,32.9%
24645,1192481,24,1507694,261,8.30%,43.46%,57.7%
14972,660464,24,506126,171,11.90%,20.70%,51.4%
9901,318230,24,316344,136,12.50%,17.36%,26.2%
6734,420158,22,231131,165,11.30%,1.17%,73.0%
19173,872366,23,757492,11,11.20%,1.38%,82.9%
27368,2705579,24,2948273,277,10.10%,0.03%,7.3%
22210,825109,23,1058503,272,10.60%,1.48%,53.7%
26053,2267699,23,2008415,215,7.60%,34.70%,14.2%
10781,317098,22,346885,112,8.80%,0.15%,28.9%
575,161377,12,60956,4,7.20%,0.01%,53.3%
7969,533776,11,263557,118,2.90%,0.67%,50.1%
16701,930683,23,594230,228,7.70%,0.00%,34.9%
22574,911705,11,1105508,36,6.60%,25.91%,47.2%
3238,144661,11,144536,12,11.90%,0.00%,57.6%
23412,1471497,13,1244011,91,12.60%,36.50%,52.2%
1104,185257,12,82448,114,6.30%,19.92%,69.8%
5975,205617,12,212027,79,3.20%,11.84%,57.0%
3197,1891907,11,143404,18,8.20%,0.03%,18.8%
20291,1413180,23,848863,127,2.30%,1.83%,48.0%
22034,1451262,13,1036131,152,7.90%,23.27%,46.6%
6925,233016,23,236033,162,4.20%,0.23%,68.3%
19396,762016,24,774082,67,11.70%,52.37%,79.8%
7334,600891,43,247721,36,4.20%,24.58%,33.6%
16404,656317,11,577514,27,11.70%,1.60%,66.7%
2134,217306,12,115000,82,5.40%,49.89%,66.8%
24892,2950158,23,1576694,90,4.40%,58.60%,53.3%
27946,7972831,23,3983650,17,11.00%,26.27%,66.5%
13097,531262,34,427322,347,5.40%,0.14%,82.8%
4094,669765,23,166530,156,7.50%,6.80%,70.9%
13223,369634,23,431721,56,6.80%,82.44%,34.2%
16932,611699,23,608055,56,8.40%,74.53%,38.1%
19140,850623,22,754224,153,6.70%,82.33%,36.0%
11075,713000,22,356186,177,8.90%,1.88%,13.5%
3292,645634,21,145792,236,9.30%,57.29%,46.7%
1670,390372,24,102306,38,4.20%,0.00%,77.2%
3225,250738,18,144158,204,2.20%,14.39%,35.0%
7480,294350,23,250989,80,10.20%,12.96%,12.8%
2348,249355,12,121033,134,3.00%,0.08%,49.7%
10898,928798,23,350530,67,12.40%,5.66%,20.4%
28390,16214372,46,7676847,53,12.40%,0.71%,88.4%
7595,247721,23,253880,210,11.80%,0.46%,75.3%
19350,1213596,35,770940,278,8.20%,0.29%,33.3%
7092,435492,12,240809,105,7.70%,4.09%,28.4%
9508,344246,23,307421,194,3.60%,3.64%,29.9%
8165,1398727,58,268836,603,12.90%,74.73%,62.5%
11814,750328,45,380945,485,5.40%,0.30%,21.1%
1053,150694,12,80060,4,3.20%,0.68%,90.9%
16177,508262,22,564568,221,2.50%,1.70%,55.0%
174,179727,22,32049,257,7.20%,55.18%,56.4%
25148,2460874,23,1646951,272,11.80%,24.70%,35.9%
26342,2029781,46,2176202,446,8.90%,3.60%,37.6%
3987,242568,23,163639,172,11.50%,23.19%,55.3%
23364,936842,35,1237601,61,9.90%,8.69%,83.3%
14040,563814,23,465404,142,10.10%,95.69%,71.5%
19070,642366,24,748945,59,7.60%,0.34%,75.9%
14223,839437,23,473197,22,8.80%,0.02%,89.9%
17707,975678,22,655186,246,2.80%,20.20%,30.0%
17466,831896,20,640858,22,9.20%,44.89%,35.1%
1606,843208,24,100295,36,9.70%,9.15%,81.0%
9977,486016,22,318858,40,11.00%,33.83%,46.4%
15952,600765,23,552377,244,10.90%,19.90%,54.4%
4832,183623,12,184754,114,3.50%,21.70%,28.2%
12127,349399,23,391503,56,5.10%,70.77%,49.7%
16922,601645,21,607552,6,2.50%,17.25%,61.8%
15229,465279,48,517437,98,3.90%,8.16%,56.7%
5814,254508,12,208760,21,8.30%,12.62%,23.6%
26308,2991508,11,2156344,61,10.90%,2.43%,54.2%
6516,655060,36,224973,214,12.50%,48.50%,67.8%
17105,752339,34,618612,343,8.90%,31.10%,65.6%
15269,608557,23,519448,180,10.80%,0.01%,15.1%
10435,695781,22,334694,160,6.40%,0.13%,22.6%
21581,688617,23,980077,31,3.70%,0.02%,46.0%
5432,206874,12,199459,38,8.10%,4.37%,74.1%
18700,672027,18,719284,151,4.40%,37.52%,37.5%
8921,410104,11,290454,48,5.50%,15.92%,42.2%
19297,676678,36,767295,45,2.70%,1.97%,19.8%
3543,375667,11,152328,130,2.00%,6.34%,27.1%
14043,503361,34,465907,329,3.40%,11.06%,86.8%
23009,1706902,23,1173377,178,5.90%,15.06%,67.2%
23038,999934,24,1178279,278,7.00%,9.57%,85.2%
20606,832399,15,878525,16,12.10%,21.36%,46.8%
24393,1353104,20,1440705,64,8.00%,57.43%,18.9%
12395,789290,35,400929,317,2.20%,42.23%,60.5%
26219,2049765,24,2093377,162,9.90%,15.03%,68.5%
25130,1776656,12,1644186,139,6.60%,37.37%,55.5%
27504,3259213,11,3122596,17,7.50%,13.45%,55.9%
23084,1071071,12,1187202,93,8.80%,29.43%,60.3%
14348,971027,24,478098,3,4.90%,0.16%,47.4%
12462,514421,34,403694,81,12.50%,4.84%,70.0%
1723,169672,23,103563,118,8.50%,64.15%,88.0%
16776,472694,25,598251,259,4.50%,16.43%,45.6%
5323,191290,22,197448,184,6.80%,18.63%,52.0%
22017,1154902,24,1033617,89,4.60%,3.30%,46.8%
3858,146169,12,160372,120,8.80%,0.00%,47.3%
1750,277885,23,104443,194,12.00%,58.72%,42.9%
26967,2482743,23,2568082,266,12.10%,16.22%,29.7%
19413,595361,23,775339,231,10.80%,44.79%,84.6%
12044,461508,12,388235,70,10.60%,0.03%,37.4%
25482,1574306,35,1763962,198,2.30%,0.01%,30.6%
26778,2379934,19,2426437,83,9.60%,1.16%,28.0%
27756,4999169,22,3594913,241,8.20%,49.63%,88.8%
6288,470934,11,219694,102,11.80%,30.91%,60.2%
1345,173317,22,91372,22,12.30%,83.81%,50.2%
11215,595235,35,361087,25,2.60%,15.50%,11.1%
13328,506377,35,436623,116,9.00%,72.49%,14.1%
562,170049,19,60077,3,11.20%,5.81%,63.5%
20328,617607,20,851251,192,10.50%,20.70%,48.8%
7902,340098,35,261546,276,11.80%,55.98%,34.9%
27618,4609552,24,3283847,76,3.50%,0.99%,46.5%
10528,685727,47,337962,203,8.80%,9.44%,66.5%
16592,431973,19,587317,148,5.00%,82.00%,49.0%
26354,3689552,23,2189148,162,2.50%,93.27%,30.2%
20139,1682770,32,835038,378,11.30%,73.76%,71.0%
9633,273612,22,309934,29,5.30%,3.25%,84.9%
18849,674792,24,730219,58,10.30%,18.46%,79.8%
27989,3980634,47,4109082,272,5.40%,62.13%,69.7%
9782,328787,17,313579,18,12.10%,7.40%,17.2%
23114,1090426,12,1194115,68,3.50%,9.32%,13.5%
25851,1581093,23,1909000,189,9.00%,27.09%,90.5%
23544,3035749,23,1263115,246,5.40%,3.75%,46.1%
14371,1504301,23,479230,105,10.20%,11.18%,29.9%
20677,761388,45,883803,311,8.30%,2.95%,60.6%
9446,698295,29,305787,300,11.70%,19.90%,16.4%
11219,443536,48,361087,372,3.50%,49.59%,89.1%
17324,635705,12,630803,73,9.50%,2.25%,67.6%
7798,468421,22,259536,179,7.10%,76.81%,34.2%
16385,505120,11,575880,85,3.60%,0.85%,55.8%
11601,756361,11,374536,116,5.80%,53.35%,49.4%
18922,882044,47,736754,132,12.20%,24.47%,63.5%
19687,601519,23,796831,3,8.60%,70.43%,10.8%
2079,363727,23,113366,200,5.90%,67.86%,38.8%
16158,862437,59,563689,267,8.40%,0.23%,56.7%
92,166530,23,22372,151,10.80%,0.79%,79.0%
21500,2605158,23,970776,187,6.00%,0.04%,92.6%
5947,719536,11,211650,49,4.80%,12.65%,48.1%
27514,3166585,48,3140443,419,12.70%,2.74%,44.6%
15696,835038,38,539432,10,5.10%,89.11%,72.0%
