ID,OriginalAmount,Term,YearlyInterestRate,CurrentInstallment,PD
13090,6883,11,22%,4,2.37%
13091,10735,20,6%,18,45.37%
13092,6959,12,25%,8,12.79%
13093,14379,22,32%,8,3.28%
13094,1866,33,32%,24,0.00%
13095,12404,35,15%,28,1.27%
13096,8842,23,21%,3,3.27%
13097,11894,14,23%,10,66.75%
13098,3287,24,5%,17,12.20%
13099,26412,11,18%,5,8.14%
13100,6041,24,10%,10,4.18%
13101,14763,12,5%,1,51.73%
13102,1289,35,30%,21,0.88%
13103,3987,23,7%,13,0.11%
13104,1879,12,30%,9,1.19%
13105,15586,22,14%,20,97.91%
13106,3699,23,29%,6,64.14%
13107,21467,24,15%,1,93.31%
13108,19357,23,8%,5,13.37%
13109,4762,12,25%,1,70.52%
13110,20152,35,17%,23,28.94%
13111,6763,22,7%,11,95.84%
13112,2276,35,14%,31,59.36%
13113,2719,46,25%,22,0.56%
13114,5718,23,11%,9,10.33%
13115,9423,22,23%,6,34.75%
13116,2668,20,6%,12,58.94%
13117,3471,35,21%,2,5.91%
13118,1872,23,21%,16,0.93%
13119,32045,21,18%,12,99.92%
13120,5177,35,30%,17,37.88%
13121,4817,22,23%,1,4.59%
13122,17711,35,18%,29,12.98%
13123,13209,11,23%,4,25.76%
13124,1372,11,29%,2,58.82%
13125,8215,11,20%,4,0.04%
13126,1566,13,12%,7,16.19%
13127,2336,11,30%,4,14.15%
13128,3153,24,30%,7,6.33%
13129,5480,25,25%,16,0.00%
13130,26861,23,15%,2,0.62%
13131,13255,36,13%,6,15.37%
13132,6436,48,31%,23,96.80%
13133,11985,22,27%,15,6.13%
13134,2317,23,23%,12,14.66%
13135,3053,35,8%,19,3.37%
13136,7302,11,19%,2,14.87%
13137,2251,12,26%,6,21.24%
13138,22573,23,32%,14,0.02%
13139,1624,18,14%,5,62.38%
13140,12326,46,6%,11,69.60%
13141,3045,11,9%,8,96.01%
13142,1725,34,9%,9,74.41%
13143,11926,23,17%,21,2.10%
13144,3198,12,7%,10,32.58%
13145,27075,33,14%,5,0.29%
13146,1433,24,24%,15,64.08%
13147,1724,22,10%,16,4.61%
13148,2386,22,31%,7,1.23%
13149,5797,35,32%,29,23.59%
13150,2147,11,22%,1,0.00%
13151,12057,34,25%,23,62.58%
13152,33695,25,24%,2,87.17%
13153,4721,34,23%,10,19.22%
13154,6603,19,11%,5,75.70%
13155,4529,19,11%,16,4.60%
13156,23861,24,18%,11,1.62%
13157,13250,46,18%,18,77.63%
13158,21424,22,26%,18,7.94%
13159,3097,23,20%,16,0.00%
13160,3749,33,12%,10,0.63%
13161,6839,23,8%,6,2.42%
13162,11234,23,27%,18,7.19%
13163,1955,22,25%,17,59.89%
13164,7966,47,24%,22,6.14%
13165,4473,35,23%,30,27.01%
13166,1218,11,28%,9,60.37%
13167,19396,35,21%,11,14.93%
13168,1416,13,31%,3,0.43%
13169,1388,34,19%,10,10.53%
13170,1211,23,8%,17,7.51%
13171,3018,13,7%,6,0.81%
13172,2874,22,7%,16,32.60%
13173,8645,12,5%,10,90.25%
13174,3600,35,27%,13,72.20%
13175,6404,12,22%,10,68.54%
13176,4948,23,18%,8,4.14%
13177,3940,23,28%,11,2.28%
13178,12547,46,25%,40,5.15%
13179,116772,19,25%,1,3.52%
13180,2141,11,9%,3,2.25%
13181,6103,22,6%,16,7.02%
13182,4804,34,13%,16,37.27%
13183,64448,22,18%,12,0.12%
13184,3243,23,21%,11,92.20%
13185,26998,23,17%,12,47.84%
13186,1960,23,10%,15,2.27%
13187,22289,23,13%,7,3.63%
13188,6018,24,9%,14,40.52%
13189,8070,30,24%,15,5.65%
13190,7975,18,29%,6,12.54%
13191,1820,12,29%,7,2.87%
13192,2578,23,26%,16,69.78%
13193,7235,23,6%,19,12.20%
13194,4167,47,30%,18,49.86%
13195,1818,23,22%,15,23.67%
13196,6762,22,18%,8,72.54%
13197,1166,11,23%,1,13.07%
13198,5308,47,15%,10,70.17%
13199,1265,35,11%,16,17.80%
13200,6718,47,17%,15,2.46%
13201,4897,23,21%,10,0.04%
13202,5324,22,29%,19,11.27%
13203,6425,20,17%,13,0.01%
13204,6185,11,28%,8,0.62%
13205,3361,35,16%,4,68.38%
13206,7551,34,14%,21,74.49%
13207,27040,20,13%,2,0.16%
13208,17700,22,30%,3,33.15%
13209,13255,47,21%,1,20.20%
13210,3574,23,6%,14,0.04%
13211,2184,23,25%,16,5.02%
13212,12737,48,6%,40,4.19%
13213,10180,35,22%,7,0.07%
13214,3129,47,19%,22,24.60%
13215,1959,23,31%,19,9.12%
13216,15100,11,13%,4,0.65%
13217,4093,21,21%,9,24.20%
13218,9343,23,8%,2,24.91%
13219,41633,23,30%,7,9.82%
13220,2334,24,7%,18,13.05%
13221,5283,22,14%,3,15.03%
13222,6457,47,28%,11,7.72%
13223,2681,23,7%,21,0.35%
13224,7010,36,20%,9,12.50%
13225,3940,47,15%,2,32.49%
13226,13687,31,16%,14,81.85%
13227,3815,22,9%,10,72.09%
13228,66836,22,13%,11,64.22%
13229,7999,23,31%,11,22.60%
13230,3854,24,21%,6,6.46%
13231,12123,23,13%,6,23.65%
13232,55555,23,16%,14,0.40%
13233,2039,23,17%,13,0.08%
13234,16550,12,21%,10,11.98%
13235,6915,23,28%,3,34.16%
13236,33188,24,13%,15,42.31%
13237,4315,24,11%,3,0.04%
13238,75574,24,30%,10,23.16%
13239,5394,33,12%,8,41.31%
13240,3574,21,7%,1,0.12%
13241,1169,54,17%,29,6.66%
13242,1850,23,13%,14,97.69%
13243,3161,12,20%,10,5.43%
13244,4566,22,13%,17,41.18%
13245,6446,21,32%,12,2.76%
13246,3188,12,28%,6,27.85%
13247,13929,24,6%,10,31.47%
13248,4232,23,10%,20,52.74%
13249,4049,47,11%,43,11.27%
13250,1705,48,6%,1,13.43%
13251,1455,12,27%,6,39.75%
13252,8000,23,29%,13,66.02%
13253,2501,24,31%,7,0.06%
13254,2473,20,27%,7,1.34%
13255,2713,60,18%,13,0.01%
13256,97666,23,12%,21,2.47%
13257,10928,34,19%,5,25.80%
13258,6167,24,11%,10,3.94%
13259,6464,23,21%,21,0.64%
13260,1492,22,27%,13,0.35%
13261,14025,11,26%,5,0.00%
13262,1865,12,9%,10,62.95%
13263,6757,35,9%,17,0.02%
13264,4733,23,12%,4,6.21%
13265,2196,23,14%,10,1.25%
13266,2222,24,5%,17,44.09%
13267,39661,22,30%,13,75.26%
13268,2466,24,13%,22,42.62%
13269,1364,36,24%,22,0.78%
13270,5601,48,12%,16,54.34%
13271,3800,18,17%,11,60.00%
13272,6619,23,11%,16,41.56%
13273,4843,20,24%,12,64.89%
13274,6671,24,17%,18,44.42%
13275,25710,47,7%,34,8.20%
13276,8921,48,15%,21,13.26%
13277,13516,35,30%,13,54.16%
13278,47882,60,9%,46,66.43%
13279,4348,12,29%,5,13.80%
13280,10807,12,25%,5,16.42%
13281,3880,24,9%,20,1.01%
13282,5674,35,12%,8,0.75%
13283,46258,23,14%,21,84.25%
13284,1289,22,21%,17,12.16%
13285,12879,23,25%,3,3.56%
13286,1818,24,22%,2,0.00%
13287,5522,23,7%,5,4.83%
13288,6901,12,21%,2,6.35%
13289,19738,20,10%,13,1.31%
13290,13578,60,24%,54,58.65%
13291,5303,23,30%,17,0.00%
13292,1862,32,9%,13,12.21%
13293,2110,23,31%,13,0.10%
13294,9214,23,29%,8,13.74%
13295,12821,21,7%,5,39.13%
13296,40131,22,18%,9,0.00%
13297,2968,34,17%,3,9.10%
13298,1839,13,15%,8,6.78%
13299,3198,34,16%,19,8.85%
13300,4280,22,28%,13,98.80%
13301,2226,22,14%,15,5.23%
13302,38879,25,18%,5,2.10%
13303,6644,23,32%,14,35.32%
13304,11022,47,30%,25,33.20%
13305,8532,35,26%,3,9.53%
13306,1985,12,22%,10,1.03%
13307,1265,17,21%,11,0.06%
13308,2027,48,17%,14,0.00%
13309,4955,36,10%,4,0.12%
13310,6984,47,27%,3,0.08%
13311,4398,21,25%,7,1.13%
13312,15873,23,12%,9,92.25%
13313,1308,47,5%,23,0.26%
13314,4793,23,32%,17,8.04%
13315,8840,23,7%,12,0.00%
13316,6694,34,29%,26,3.27%
13317,7884,47,22%,39,4.20%
13318,2092,20,22%,3,7.13%
13319,3620,56,31%,14,82.49%
13320,3199,24,21%,13,60.96%
13321,5488,47,30%,30,5.79%
13322,1939,22,18%,5,16.51%
13323,1351,11,15%,2,70.29%
13324,12117,23,20%,19,21.09%
13325,8689,35,13%,14,57.98%
13326,2527,11,10%,3,73.08%
13327,3638,23,12%,5,10.20%
13328,9577,35,24%,16,94.36%
13329,5508,33,17%,30,0.12%
13330,3807,19,9%,4,65.82%
13331,6687,21,11%,11,19.36%
13332,18186,24,25%,8,29.04%
13333,21606,21,32%,18,15.51%
13334,9251,47,12%,17,42.81%
13335,3270,11,9%,5,0.95%
13336,8486,22,22%,20,47.09%
13337,1527,46,25%,11,96.02%
13338,7678,23,26%,11,37.19%
13339,16528,12,17%,8,11.36%
13340,4978,11,13%,2,0.08%
13341,3688,11,7%,7,2.19%
13342,9355,11,5%,4,21.76%
13343,2476,23,22%,21,0.01%
13344,24797,23,5%,8,17.20%
13345,8992,38,8%,25,26.31%
13346,1324,23,31%,15,2.29%
13347,3167,11,5%,1,48.81%
13348,4264,12,6%,9,63.10%
13349,2132,12,29%,4,1.06%
13350,8004,47,24%,13,68.77%
13351,6798,24,6%,15,3.68%
13352,4514,35,8%,25,3.15%
13353,3457,23,5%,21,0.00%
13354,5848,36,28%,3,0.14%
13355,3269,23,12%,13,13.77%
13356,9268,35,23%,14,0.04%
13357,20993,23,23%,1,54.44%
13358,12180,24,16%,14,88.91%
13359,2581,46,31%,5,6.77%
13360,1558,43,9%,38,28.41%
13361,2609,24,22%,21,2.52%
13362,4559,13,14%,1,18.30%
13363,2640,19,14%,6,41.21%
13364,3437,22,20%,10,64.66%
13365,16874,47,32%,26,31.99%
13366,9414,42,16%,13,4.68%
13367,5103,11,28%,3,0.01%
13368,7754,21,10%,12,4.92%
13369,1509,22,19%,2,8.98%
13370,1253,48,16%,3,32.37%
13371,6878,48,5%,28,10.10%
13372,4219,23,26%,14,65.76%
13373,27027,35,13%,32,13.27%
13374,8058,36,23%,3,19.44%
13375,12079,30,22%,12,94.32%
13376,1388,12,11%,1,20.51%
13377,13332,61,7%,18,12.27%
13378,1635,46,9%,28,68.41%
13379,5203,11,19%,8,3.24%
13380,7933,23,32%,5,30.50%
13381,6362,21,21%,19,0.77%
13382,1609,21,9%,1,3.55%
13383,8676,23,30%,3,4.01%
13384,18512,35,32%,13,64.79%
13385,6342,19,25%,15,48.65%
13386,37063,19,12%,5,5.66%
13387,13583,23,5%,17,60.84%
13388,7145,19,21%,1,23.86%
13389,40512,47,11%,29,0.55%
13390,5316,35,29%,28,0.03%
13391,5277,37,20%,19,7.91%
13392,8380,20,14%,14,95.99%
13393,34499,35,15%,9,35.36%
13394,2342,35,27%,27,5.35%
13395,4845,34,14%,4,10.91%
13396,7926,23,13%,21,0.10%
13397,8029,31,10%,11,29.25%
13398,13496,11,9%,3,35.51%
13399,2430,23,8%,3,7.39%
13400,15437,23,14%,2,22.82%
13401,1233,46,19%,39,50.20%
13402,12869,40,6%,4,4.01%
13403,2837,35,24%,9,49.37%
13404,1241,59,8%,31,20.45%
13405,3294,23,6%,18,53.01%
13406,7547,23,32%,20,37.71%
13407,1497,36,27%,8,0.67%
13408,6506,24,13%,22,4.62%
13409,20727,35,18%,3,0.39%
13410,26999,36,31%,29,0.00%
13411,3001,23,24%,4,47.52%
13412,4719,45,12%,29,31.24%
13413,15977,24,21%,8,26.39%
13414,6772,34,11%,27,0.11%
13415,1719,47,20%,5,0.25%
13416,6582,46,13%,1,6.12%
13417,1580,24,19%,1,1.30%
13418,23789,49,11%,33,0.83%
13419,21803,36,30%,4,0.01%
13420,4218,35,20%,8,0.28%
13421,5589,23,11%,5,34.23%
13422,7058,23,27%,4,28.87%
13423,2620,34,8%,19,0.27%
13424,3290,22,23%,8,1.67%
13425,3312,19,32%,14,56.61%
13426,1756,23,21%,19,36.46%
13427,2043,20,17%,15,0.00%
13428,12509,11,17%,8,21.88%
13429,2645,11,21%,3,1.88%
13430,2938,22,28%,14,89.54%
13431,2118,11,30%,2,1.27%
13432,25339,35,13%,5,3.18%
13433,10886,23,16%,10,0.00%
13434,28403,28,27%,12,17.48%
13435,4256,33,26%,4,11.07%
13436,2518,23,32%,9,1.01%
13437,29630,24,27%,6,46.75%
13438,5906,24,15%,17,10.25%
13439,13232,22,29%,3,0.00%
13440,2605,20,30%,9,0.00%
13441,43688,23,21%,6,97.19%
13442,1215,23,21%,10,0.56%
13443,75549,22,7%,2,35.58%
13444,35060,22,23%,11,24.32%
13445,27184,36,22%,22,41.99%
13446,5780,23,7%,11,47.53%
13447,3177,46,24%,36,75.63%
13448,10097,35,23%,7,2.70%
13449,11251,19,31%,15,0.75%
13450,5343,35,14%,14,12.82%
13451,2642,19,13%,4,19.68%
13452,14309,23,23%,1,2.70%
13453,10597,11,20%,7,68.54%
13454,3291,23,30%,2,42.76%
13455,2500,47,22%,32,0.00%
13456,6498,47,32%,44,5.78%
13457,5690,24,12%,9,1.94%
13458,3084,23,12%,2,0.08%
13459,6818,22,31%,4,22.02%
13460,12106,23,16%,18,0.06%
13461,5193,23,6%,3,56.83%
13462,3794,13,6%,5,3.53%
13463,10121,13,29%,3,10.71%
13464,2445,59,28%,38,56.74%
13465,5530,19,11%,12,55.23%
13466,10132,23,29%,6,0.28%
13467,25830,24,16%,11,36.00%
13468,12685,23,6%,9,64.49%
13469,10697,22,5%,16,3.45%
13470,3104,18,10%,10,19.26%
13471,9319,47,24%,9,15.40%
13472,6375,22,13%,8,72.94%
13473,14774,21,26%,7,10.90%
13474,3774,33,11%,20,5.58%
13475,12233,24,31%,3,14.61%
13476,9429,35,7%,19,5.09%
13477,3253,16,27%,5,26.55%
13478,7686,11,16%,6,0.38%
13479,24938,19,20%,11,85.51%
13480,9004,35,19%,16,45.44%
13481,2536,23,19%,12,36.25%
13482,9672,13,12%,4,20.76%
13483,8760,47,5%,43,55.89%
13484,9437,30,17%,3,2.31%
13485,5128,29,17%,25,0.47%
13486,4326,20,11%,12,26.68%
13487,2691,23,27%,17,97.60%
13488,38053,48,6%,27,99.87%
13489,9525,19,29%,3,0.00%
13490,2020,23,10%,2,7.09%
13491,4893,16,16%,12,6.53%
13492,2939,13,31%,2,53.93%
13493,9042,13,13%,10,72.61%
13494,10125,40,32%,12,0.00%
13495,4781,23,32%,2,3.92%
13496,1946,29,31%,1,21.29%
13497,2493,19,18%,16,8.54%
13498,8029,22,21%,16,0.00%
13499,4576,23,21%,3,2.71%
13500,5402,34,13%,4,69.95%
13501,1345,23,10%,3,9.86%
13502,1664,11,29%,4,17.07%
13503,7421,24,14%,11,15.76%
13504,9547,47,6%,9,3.04%
13505,2434,23,24%,2,54.87%
13506,3073,23,26%,6,1.28%
13507,39139,22,11%,20,6.34%
13508,2536,23,7%,15,0.21%
13509,7854,23,5%,18,0.65%
13510,3057,12,15%,6,71.73%
13511,1581,23,9%,11,11.60%
13512,8480,23,29%,17,15.76%
13513,2697,18,11%,1,1.55%
13514,5437,23,25%,11,0.00%
13515,2983,23,13%,8,29.74%
13516,5956,11,16%,3,2.79%
13517,6871,29,21%,19,15.73%
13518,1863,24,10%,16,12.23%
13519,3222,26,8%,12,3.93%
13520,3209,35,5%,7,17.39%
13521,17267,24,32%,7,0.35%
13522,1839,11,6%,9,51.90%
13523,11686,24,23%,6,73.62%
13524,24227,35,22%,30,39.22%
13525,6566,23,24%,20,0.89%
13526,1353,23,20%,16,39.55%
13527,1981,22,15%,13,82.22%
13528,1847,19,20%,17,28.83%
13529,3115,12,12%,9,1.69%
13530,8604,23,31%,17,0.00%
13531,5707,22,10%,6,99.39%
13532,3101,19,23%,7,0.37%
13533,8930,46,32%,23,1.23%
13534,7830,35,31%,4,13.22%
13535,3688,21,25%,6,0.41%
13536,3198,24,30%,22,59.19%
13537,1485,12,30%,8,19.06%
13538,12070,12,24%,1,4.46%
13539,1532,48,17%,8,6.81%
13540,13346,11,32%,1,22.15%
13541,1466,22,15%,9,10.65%
13542,4993,35,29%,13,26.83%
13543,1965,58,29%,36,8.15%
13544,7149,22,29%,6,32.16%
13545,10744,23,31%,15,0.07%
13546,6614,23,19%,14,21.28%
13547,5811,35,22%,11,0.23%
13548,7943,19,24%,10,0.00%
13549,5432,46,14%,6,0.02%
13550,7970,23,13%,10,45.71%
13551,8355,47,19%,36,16.56%
13552,7828,21,16%,1,0.06%
13553,2268,12,22%,8,0.29%
13554,9214,24,27%,4,40.74%
13555,4623,55,20%,14,92.93%
13556,2198,22,9%,7,91.82%
13557,11250,22,6%,6,5.72%
13558,2222,34,25%,16,33.56%
13559,2295,46,15%,6,0.52%
13560,1634,22,29%,15,10.34%
13561,41411,48,16%,23,34.98%
13562,13818,35,27%,13,3.78%
13563,8506,46,8%,29,81.77%
13564,4901,23,15%,9,64.79%
13565,2009,44,26%,3,0.17%
13566,1372,11,10%,5,0.79%
13567,13377,34,16%,21,20.66%
13568,3504,23,26%,8,0.65%
13569,5473,22,12%,4,26.86%
13570,1717,23,19%,16,0.01%
13571,5895,21,12%,7,44.39%
13572,7016,11,24%,7,10.47%
13573,2427,46,6%,44,60.27%
13574,1874,23,20%,12,42.24%
13575,2640,23,21%,17,78.14%
13576,25563,11,8%,9,22.54%
13577,2764,48,12%,43,42.35%
13578,17273,23,8%,19,41.80%
13579,7949,22,12%,6,19.14%
13580,1895,11,13%,2,1.90%
13581,66413,23,22%,9,2.48%
13582,25021,46,8%,17,0.54%
13583,1177,11,30%,8,10.85%
13584,3552,21,17%,8,30.77%
13585,10434,60,31%,16,69.72%
13586,2615,23,25%,5,4.76%
13587,2119,22,13%,19,41.37%
13588,3741,58,28%,1,12.08%
13589,3036,11,27%,2,30.53%
13590,21648,23,21%,14,0.08%
13591,24092,36,5%,20,92.75%
13592,1554,15,27%,6,0.00%
13593,24567,16,28%,12,41.48%
13594,1257,45,6%,21,99.47%
13595,5697,23,10%,12,4.13%
13596,6548,50,26%,45,16.45%
13597,13419,47,11%,24,0.28%
13598,6594,20,28%,17,41.46%
13599,2932,45,20%,37,0.98%
13600,14120,12,11%,7,0.02%
13601,2173,24,32%,5,0.33%
13602,2350,11,13%,5,11.33%
13603,2427,34,18%,18,10.17%
13604,13820,60,24%,56,52.57%
13605,6743,18,10%,2,19.82%
13606,7804,54,19%,3,7.18%
13607,15991,24,29%,20,0.03%
13608,1481,22,12%,6,0.13%
13609,14482,22,20%,4,47.97%
13610,5962,33,20%,22,31.40%
13611,15989,47,32%,36,23.69%
13612,3840,45,10%,4,9.70%
13613,2062,23,15%,14,86.98%
13614,8666,23,32%,17,30.73%
13615,3469,12,18%,4,0.18%
13616,2363,35,11%,17,30.01%
13617,2001,11,16%,6,1.62%
13618,18587,23,13%,20,73.55%
13619,8393,23,9%,3,70.69%
13620,1650,44,6%,36,3.48%
13621,26653,57,16%,54,23.96%
13622,1876,23,7%,16,19.26%
13623,4195,22,5%,8,2.47%
13624,8506,23,12%,19,4.78%
13625,3083,11,10%,9,37.72%
13626,13443,23,17%,5,81.98%
13627,2189,30,31%,6,0.63%
13628,7102,23,27%,19,0.16%
13629,2064,11,24%,8,1.83%
13630,5198,19,23%,16,0.10%
13631,3675,34,21%,4,79.22%
13632,1491,15,15%,12,1.33%
13633,5277,47,5%,27,34.59%
13634,13173,20,26%,11,97.18%
13635,12502,33,20%,27,5.19%
13636,4122,60,14%,34,0.14%
13637,1217,22,20%,18,31.91%
13638,6231,23,12%,7,6.07%
13639,9345,23,27%,14,1.24%
13640,24350,23,14%,9,77.84%
13641,6780,23,12%,4,12.40%
13642,3802,17,22%,3,42.53%
13643,14721,31,28%,11,30.15%
13644,1692,35,28%,24,0.03%
13645,7248,35,6%,31,10.07%
13646,5235,12,8%,5,21.87%
13647,8485,23,7%,3,60.56%
13648,17337,24,32%,15,74.00%
13649,6236,47,7%,17,0.44%
13650,21227,24,8%,6,20.34%
13651,6026,11,13%,5,0.30%
13652,8645,36,17%,22,0.00%
13653,3273,34,11%,19,94.04%
13654,26145,35,30%,1,0.21%
13655,2889,36,5%,23,4.46%
13656,5265,23,17%,17,2.62%
13657,21007,23,12%,3,0.18%
13658,3529,22,27%,1,0.62%
13659,4978,12,10%,6,1.45%
13660,3841,23,26%,10,67.04%
13661,5640,23,23%,14,0.01%
13662,3228,47,27%,27,39.64%
13663,3733,35,15%,20,32.76%
13664,2189,23,13%,18,7.09%
13665,6870,23,12%,9,30.72%
13666,1230,24,21%,17,30.32%
13667,21726,12,29%,9,1.28%
13668,27882,34,8%,9,35.65%
13669,5028,32,15%,18,1.48%
13670,3865,48,12%,3,75.42%
13671,14617,37,24%,11,4.18%
13672,1850,33,17%,17,0.06%
13673,3743,47,32%,32,3.57%
13674,3569,12,22%,3,31.60%
13675,11316,11,22%,8,0.00%
13676,3139,38,28%,2,0.00%
13677,21009,47,13%,10,2.82%
13678,1499,21,8%,8,52.28%
13679,3670,23,28%,16,0.48%
13680,23912,23,20%,16,35.22%
13681,2216,59,24%,54,72.94%
13682,3604,34,17%,6,40.19%
13683,5562,28,16%,26,19.88%
13684,3729,34,12%,2,8.16%
13685,8287,22,22%,13,6.05%
13686,1239,23,26%,13,85.11%
13687,4671,24,19%,5,13.83%
13688,4362,35,28%,21,42.87%
13689,15979,35,13%,22,0.17%
13690,8258,24,8%,10,60.52%
13691,7129,23,25%,6,2.95%
13692,21788,15,27%,2,76.80%
13693,18473,24,25%,5,0.17%
13694,12068,46,22%,16,11.67%
13695,6541,23,6%,1,22.75%
13696,33628,23,16%,16,8.50%
13697,6541,47,8%,31,65.48%
13698,8097,37,17%,17,17.09%
13699,1499,23,19%,8,5.41%
13700,3600,23,32%,14,4.18%
13701,5421,23,15%,5,91.14%
13702,17921,30,7%,8,41.86%
13703,4550,24,19%,20,70.02%
13704,6158,60,8%,33,0.00%
13705,37745,23,16%,16,2.38%
13706,8565,28,17%,12,75.24%
13707,3042,19,6%,2,12.57%
13708,6591,23,23%,7,0.37%
13709,6453,36,6%,23,3.18%
13710,6517,23,18%,11,13.61%
13711,5198,35,8%,1,18.05%
13712,1682,47,11%,22,1.05%
13713,8345,60,32%,44,10.96%
13714,9746,11,14%,3,85.18%
13715,6109,24,30%,12,0.00%
13716,6870,42,24%,21,0.32%
13717,2420,12,30%,2,58.86%
13718,21573,23,14%,5,0.72%
13719,2540,23,28%,8,15.99%
13720,13112,11,22%,3,2.77%
13721,6458,23,8%,9,39.48%
13722,5403,23,12%,7,72.66%
13723,2468,48,15%,6,1.29%
13724,8085,35,32%,19,10.66%
13725,5080,23,21%,2,0.05%
13726,2859,24,32%,18,32.52%
13727,13509,21,25%,11,59.43%
13728,14183,11,24%,8,7.87%
13729,3718,33,32%,14,0.60%
13730,2161,31,23%,29,0.00%
13731,3404,23,15%,13,0.36%
13732,7743,35,23%,7,45.26%
13733,6198,12,17%,1,44.08%
13734,2259,23,26%,1,68.62%
13735,6732,22,5%,14,0.01%
13736,8005,31,19%,20,29.68%
13737,1144,20,6%,8,1.54%
13738,1236,21,7%,16,0.17%
13739,12662,23,18%,7,0.38%
13740,3919,23,14%,20,0.00%
13741,15252,11,24%,6,0.17%
13742,19268,21,25%,12,7.12%
13743,7218,22,8%,7,7.47%
13744,1542,55,16%,12,0.07%
13745,7110,22,29%,9,0.55%
13746,21348,22,14%,2,20.28%
13747,4264,36,31%,9,0.01%
13748,1571,12,20%,7,0.00%
13749,13507,36,27%,13,16.35%
13750,1517,47,9%,45,44.68%
13751,5531,24,31%,11,64.62%
13752,6066,23,15%,13,85.32%
13753,9936,47,13%,19,0.09%
13754,13268,22,31%,7,71.83%
13755,33958,23,26%,2,17.60%
13756,76125,33,13%,6,10.91%
13757,4542,13,15%,5,0.51%
13758,9626,23,11%,9,47.13%
13759,2191,23,30%,4,60.27%
13760,6143,12,23%,1,39.41%
13761,3749,21,25%,15,34.36%
13762,4675,22,8%,18,0.03%
13763,2251,34,14%,1,90.06%
13764,2461,23,16%,4,0.17%
13765,4297,52,27%,12,5.97%
13766,11216,23,24%,5,2.32%
13767,1459,18,24%,12,70.12%
13768,4792,23,14%,6,1.97%
13769,8349,41,32%,15,71.91%
13770,13255,11,28%,7,1.55%
13771,3450,47,16%,24,53.88%
13772,3762,24,21%,11,0.25%
13773,12023,24,13%,10,22.35%
13774,11362,47,26%,28,0.07%
13775,5677,22,28%,9,17.17%
13776,3393,23,32%,7,2.25%
13777,4598,24,21%,22,3.18%
13778,1665,46,13%,27,0.01%
13779,6171,22,13%,18,3.83%
13780,7423,48,30%,40,0.35%
13781,5553,18,8%,7,76.85%
13782,4553,24,22%,4,24.79%
13783,5322,18,29%,2,27.12%
13784,7873,12,24%,9,61.07%
13785,2649,35,22%,32,38.36%
13786,10142,34,18%,31,19.36%
13787,6678,35,32%,2,6.57%
13788,2119,24,17%,14,0.09%
13789,3128,24,24%,12,6.26%
13790,11458,47,27%,7,15.14%
13791,1563,23,16%,10,5.60%
13792,5188,12,29%,2,9.31%
13793,2075,11,7%,6,44.07%
13794,3778,23,9%,2,0.00%
13795,2342,12,11%,7,61.48%
13796,3526,13,31%,7,0.16%
13797,9411,48,7%,14,0.28%
13798,6714,23,23%,21,52.81%
13799,3193,11,6%,4,0.03%
13800,43424,23,16%,4,24.37%
13801,3590,24,28%,16,72.49%
13802,8947,23,23%,13,6.34%
13803,20584,23,30%,3,3.59%
13804,13220,21,13%,9,19.41%
13805,3875,22,11%,18,4.18%
13806,21573,23,11%,4,12.77%
13807,4701,46,20%,35,12.92%
13808,8080,22,27%,12,87.57%
13809,2593,23,31%,8,19.76%
13810,3154,33,8%,3,67.37%
13811,4538,36,15%,19,45.76%
13812,19363,23,17%,8,0.72%
13813,1276,22,21%,18,70.90%
13814,1598,12,27%,6,0.22%
13815,8223,24,17%,20,8.82%
13816,1892,35,5%,6,0.00%
13817,4300,22,21%,15,45.29%
13818,1863,24,19%,7,4.36%
13819,4078,27,27%,7,8.37%
13820,4305,24,19%,1,31.17%
13821,7329,24,17%,3,20.44%
13822,13394,23,24%,15,17.64%
13823,7686,11,12%,6,9.92%
13824,3749,41,28%,7,10.64%
13825,4384,23,12%,7,5.93%
13826,2423,23,6%,18,1.21%
13827,1647,20,24%,17,52.01%
13828,20769,21,6%,3,0.00%
13829,15358,24,27%,15,8.95%
13830,47261,35,23%,31,5.30%
13831,5236,11,12%,6,0.82%
13832,4594,34,8%,26,27.73%
13833,13488,31,5%,17,22.93%
13834,2682,12,16%,6,9.71%
13835,2017,23,5%,11,0.00%
13836,8500,48,21%,38,8.65%
13837,5762,34,12%,24,4.61%
13838,12534,35,29%,17,18.01%
13839,2177,36,20%,1,8.08%
13840,17706,34,19%,29,1.65%
13841,9555,23,24%,19,3.48%
13842,14881,35,32%,22,7.77%
13843,8095,23,13%,20,0.06%
13844,2003,13,29%,8,18.44%
13845,15977,25,9%,1,23.73%
13846,1229,23,17%,10,34.85%
13847,5234,50,10%,20,84.57%
13848,14874,24,17%,16,10.60%
13849,2655,44,21%,13,0.42%
13850,12779,23,22%,9,44.70%
13851,2071,23,29%,16,30.17%
13852,4514,24,21%,13,0.03%
13853,4993,47,10%,26,1.13%
13854,3939,21,6%,12,47.24%
13855,7182,35,22%,17,16.69%
13856,15594,23,6%,12,61.46%
13857,4316,22,17%,13,36.29%
13858,1892,11,25%,1,96.95%
13859,7437,22,26%,7,16.88%
13860,3474,23,14%,13,39.33%
13861,10812,47,16%,23,51.54%
13862,13117,46,13%,2,3.69%
13863,15487,35,17%,6,8.43%
13864,11308,24,31%,1,12.97%
